court,jurisdiction,name,year,published,unpublished
sc,S,Supreme Court of South Carolina,2011,218,40
sc,S,Supreme Court of South Carolina,2012,152,55
sc,S,Supreme Court of South Carolina,2013,188,34
sc,S,Supreme Court of South Carolina,2014,193,48
sc,S,Supreme Court of South Carolina,2015,221,69
sc,S,Supreme Court of South Carolina,2016,256,33
sc,S,Supreme Court of South Carolina,2017,110,22
sc,S,Supreme Court of South Carolina,2018,149,39
sc,S,Supreme Court of South Carolina,2019,103,46
sc,S,Supreme Court of South Carolina,2020,83,16
sc,S,Supreme Court of South Carolina,2021,83,11
sc,S,Supreme Court of South Carolina,2022,40,10
sc,S,Supreme Court of South Carolina,2023,60,16
sc,S,Supreme Court of South Carolina,2024,61,25
sc,S,Supreme Court of South Carolina,2025,53,22
scctapp,SA,Court of Appeals of South Carolina,1990,138,0
scctapp,SA,Court of Appeals of South Carolina,1991,159,0
scctapp,SA,Court of Appeals of South Carolina,1992,196,0
scctapp,SA,Court of Appeals of South Carolina,1993,183,0
scctapp,SA,Court of Appeals of South Carolina,1994,170,0
scctapp,SA,Court of Appeals of South Carolina,1995,157,0
scctapp,SA,Court of Appeals of South Carolina,1996,176,0
scctapp,SA,Court of Appeals of South Carolina,1997,170,0
scctapp,SA,Court of Appeals of South Carolina,1998,148,0
scctapp,SA,Court of Appeals of South Carolina,1999,181,0
scctapp,SA,Court of Appeals of South Carolina,2000,185,0
scctapp,SA,Court of Appeals of South Carolina,2001,165,0
scctapp,SA,Court of Appeals of South Carolina,2002,156,0
scctapp,SA,Court of Appeals of South Carolina,2003,137,540
scctapp,SA,Court of Appeals of South Carolina,2004,197,657
scctapp,SA,Court of Appeals of South Carolina,2005,154,634
scctapp,SA,Court of Appeals of South Carolina,2006,132,444
scctapp,SA,Court of Appeals of South Carolina,2007,134,558
scctapp,SA,Court of Appeals of South Carolina,2008,147,734
scctapp,SA,Court of Appeals of South Carolina,2009,175,612
scctapp,SA,Court of Appeals of South Carolina,2010,151,564
scctapp,SA,Court of Appeals of South Carolina,2011,160,588
scctapp,SA,Court of Appeals of South Carolina,2012,145,685
scctapp,SA,Court of Appeals of South Carolina,2013,116,498
scctapp,SA,Court of Appeals of South Carolina,2014,103,489
scctapp,SA,Court of Appeals of South Carolina,2015,88,575
scctapp,SA,Court of Appeals of South Carolina,2016,89,526
scctapp,SA,Court of Appeals of South Carolina,2017,65,470
scctapp,SA,Court of Appeals of South Carolina,2018,78,465
scctapp,SA,Court of Appeals of South Carolina,2019,76,422
scctapp,SA,Court of Appeals of South Carolina,2020,78,340
scctapp,SA,Court of Appeals of South Carolina,2021,96,451
scctapp,SA,Court of Appeals of South Carolina,2022,70,461
scctapp,SA,Court of Appeals of South Carolina,2023,88,408
scctapp,SA,Court of Appeals of South Carolina,2024,56,415
scctapp,SA,Court of Appeals of South Carolina,2025,36,445
sd,S,South Dakota Supreme Court,1990,171,0
sd,S,South Dakota Supreme Court,1991,173,0
sd,S,South Dakota Supreme Court,1992,151,0
sd,S,South Dakota Supreme Court,1993,165,0
sd,S,South Dakota Supreme Court,1994,187,0
sd,S,South Dakota Supreme Court,1995,144,0
sd,S,South Dakota Supreme Court,1996,166,0
sd,S,South Dakota Supreme Court,1997,163,0
sd,S,South Dakota Supreme Court,1998,156,0
sd,S,South Dakota Supreme Court,1999,198,0
sd,S,South Dakota Supreme Court,2000,179,0
sd,S,South Dakota Supreme Court,2001,206,0
sd,S,South Dakota Supreme Court,2002,226,0
sd,S,South Dakota Supreme Court,2003,209,0
sd,S,South Dakota Supreme Court,2004,203,0
sd,S,South Dakota Supreme Court,2005,206,0
sd,S,South Dakota Supreme Court,2006,199,0
sd,S,South Dakota Supreme Court,2007,212,0
sd,S,South Dakota Supreme Court,2008,208,0
sd,S,South Dakota Supreme Court,2009,189,0
sd,S,South Dakota Supreme Court,2010,113,0
sd,S,South Dakota Supreme Court,2011,100,0
sd,S,South Dakota Supreme Court,2012,94,0
sd,S,South Dakota Supreme Court,2013,108,0
sd,S,South Dakota Supreme Court,2014,103,0
sd,S,South Dakota Supreme Court,2015,114,0
sd,S,South Dakota Supreme Court,2016,125,0
sd,S,South Dakota Supreme Court,2017,167,0
sd,S,South Dakota Supreme Court,2018,182,0
sd,S,South Dakota Supreme Court,2019,132,0
sd,S,South Dakota Supreme Court,2020,73,0
sd,S,South Dakota Supreme Court,2021,69,0
sd,S,South Dakota Supreme Court,2022,80,0
sd,S,South Dakota Supreme Court,2023,79,0
sd,S,South Dakota Supreme Court,2024,86,0
sd,S,South Dakota Supreme Court,2025,77,0
tenn,S,Tennessee Supreme Court,1990,93,0
tenn,S,Tennessee Supreme Court,1991,113,0
tenn,S,Tennessee Supreme Court,1992,105,0
tenn,S,Tennessee Supreme Court,1993,98,0
tenn,S,Tennessee Supreme Court,1994,88,0
tenn,S,Tennessee Supreme Court,1995,102,0
tenn,S,Tennessee Supreme Court,1996,133,0
tenn,S,Tennessee Supreme Court,1997,128,0
tenn,S,Tennessee Supreme Court,1998,182,0
tenn,S,Tennessee Supreme Court,1999,157,0
tenn,S,Tennessee Supreme Court,2000,187,0
tenn,S,Tennessee Supreme Court,2001,170,0
tenn,S,Tennessee Supreme Court,2002,114,0
tenn,S,Tennessee Supreme Court,2003,113,0
tenn,S,Tennessee Supreme Court,2004,104,0
tenn,S,Tennessee Supreme Court,2005,107,0
tenn,S,Tennessee Supreme Court,2006,116,0
tenn,S,Tennessee Supreme Court,2007,85,0
tenn,S,Tennessee Supreme Court,2008,79,0
tenn,S,Tennessee Supreme Court,2009,81,0
tenn,S,Tennessee Supreme Court,2010,87,0
tenn,S,Tennessee Supreme Court,2011,74,0
tenn,S,Tennessee Supreme Court,2012,69,0
tenn,S,Tennessee Supreme Court,2013,84,0
tenn,S,Tennessee Supreme Court,2014,60,0
tenn,S,Tennessee Supreme Court,2015,80,0
tenn,S,Tennessee Supreme Court,2016,40,0
tenn,S,Tennessee Supreme Court,2017,43,0
tenn,S,Tennessee Supreme Court,2018,27,0
tenn,S,Tennessee Supreme Court,2019,35,0
tenn,S,Tennessee Supreme Court,2020,28,0
tenn,S,Tennessee Supreme Court,2021,20,2
tenn,S,Tennessee Supreme Court,2022,17,6
tenn,S,Tennessee Supreme Court,2023,17,1
tenn,S,Tennessee Supreme Court,2024,21,5
tenn,S,Tennessee Supreme Court,2025,19,1
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1990,47,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1991,61,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1992,65,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1993,89,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1994,98,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1995,149,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1996,167,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1997,759,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1998,963,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,1999,782,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2000,864,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2001,712,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2002,837,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2003,882,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2004,920,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2005,1104,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2006,595,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2007,497,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2008,545,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2009,575,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2010,1834,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2011,967,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2012,1091,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2013,1114,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2014,1021,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2015,997,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2016,893,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2017,776,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2018,731,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2019,622,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2020,624,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2021,486,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2022,472,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2023,76,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2024,468,0
tenncrimapp,SA,Court of Criminal Appeals of Tennessee,2025,538,2
tennctapp,SA,Court of Appeals of Tennessee,1990,125,0
tennctapp,SA,Court of Appeals of Tennessee,1991,142,0
tennctapp,SA,Court of Appeals of Tennessee,1992,172,0
tennctapp,SA,Court of Appeals of Tennessee,1993,152,0
